Time (s),Volume (m^3),NH2_X(8),NH_X(9),H2O_X(10),N2O_X(11),H_X(12),He,NOX,OX,NX,OHX,NH3X,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),N2X2(44)
9.356891204919413e-08,0.0505958752244895,6.054758698968864e-07,9.147259506385993e-07,1.266911224893367e-06,2.4532842542779796e-43,2.5325295014283578e-06,0.938,6.1394541496524454e-21,0.005069375065658069,3.1224075578012316e-09,1.8483949960590903e-09,3.835577913323985e-06,0.0,0.0,0.025477649295584777,0.007465334063699147,0.0499986880473237,1.4959606592994003e-20,6.321356563757921e-33,0.0019946410978585773,4.927670938866351e-39,1.7870283362596455e-22
9.382516778608541e-08,0.0505958752244895,6.058270556969844e-07,9.181399442328036e-07,1.2664104724289785e-06,2.4982432128400664e-43,2.5384091938169246e-06,0.938,6.210852399765214e-21,0.0050794236421778695,3.1428272474845218e-09,1.8431834214597223e-09,3.834052521099669e-06,0.0,0.0,0.025467593085129765,0.007460309436557223,0.04999868923105179,1.5202281541598687e-20,6.413877213288441e-33,0.0019946388376517175,5.0328072864573415e-39,1.8177367223122896e-22
9.419589627166579e-08,0.0505958752244895,6.06329735885889e-07,9.230799931403656e-07,1.2656873236211406e-06,2.565705576588611e-43,2.5469025497968703e-06,0.938,6.315222756473859e-21,0.005093935065384884,3.1724889646285073e-09,1.835697895906134e-09,3.83184967244687e-06,0.0,0.0,0.02545307062965894,0.007453053232223304,0.049998690947146956,1.5558993551553872e-20,6.549631783480697e-33,0.001994635568109557,5.1883065262643604e-39,1.8629174163976324e-22
9.456662475724617e-08,0.0505958752244895,6.068260976686682e-07,9.280211561895687e-07,1.2649657029606e-06,2.630737542069918e-43,2.5553806871975447e-06,0.938,6.4208761124484114e-21,0.005108415858088265,3.202292833890082e-09,1.82827567877306e-09,3.829651487449718e-06,0.0,0.0,0.025438578818717333,0.007445812340236645,0.049998692667459765,1.5922449918553785e-20,6.687662553497142e-33,0.0019946322989658526,5.3479021885652555e-39,1.9090023474187744e-22
9.493735324282655e-08,0.0505958752244895,6.073161959187516e-07,9.329633836007519e-07,1.264245605152961e-06,2.6965098747703703e-43,2.563843608940632e-06,0.938,6.527822153348608e-21,0.005122866126310211,3.2322387449424804e-09,1.8209160004906479e-09,3.827457949902649e-06,0.0,0.0,0.0254241175462971,0.007438586707598327,0.04999869439197195,1.6292746471494056e-20,6.827997438166128e-33,0.0019946290302318274,5.511682868255843e-39,1.9560050223589941e-22
9.530808172840693e-08,0.0505958752244895,6.078000850756325e-07,9.379066261200333e-07,1.2635270249294273e-06,2.7760013154838056e-43,2.572291318295896e-06,0.938,6.63607058563033e-21,0.005137285975560718,3.26232658625644e-09,1.8136181036586366e-09,3.825269043678726e-06,0.0,0.0,0.02540968670690207,0.007431376281565455,0.0499986961206653,1.666997992327406e-20,6.97066456248353e-33,0.0019946257619185338,5.679737688456136e-39,2.0039390749528229e-22
9.567881021398731e-08,0.0505958752244895,6.082778191480424e-07,9.428508350144864e-07,1.2628099570466446e-06,2.852069892710674e-43,2.5807238188766045e-06,0.938,6.745631136366799e-21,0.005151675510840752,3.29255624511872e-09,1.806381242807597e-09,3.823084752729136e-06,0.0,0.0,0.025395286195544525,0.00742418100964959,0.04999869785352175,1.7054247873896302e-20,7.115692262059908e-33,0.0019946224940368576,5.852160307535492e-39,2.0528182660034465e-22
9.60495386995677e-08,0.0505958752244895,6.087494517171172e-07,9.477959620673203e-07,1.262094396286541e-06,2.9053400204887946e-43,2.589141114634987e-06,0.938,6.856513553070704e-21,0.005166034836645407,3.3229276076506413e-09,1.7992046841693686e-09,3.8209050610827184e-06,0.0,0.0,0.025380915907742087,0.0074170008396151526,0.049998699590523284,1.7445648813555205e-20,7.26310908356702e-33,0.00199461922659752,6.029046151374491e-39,2.1026564836972978e-22
9.642026718514808e-08,0.0505958752244895,6.092150359395246e-07,9.527419595731539e-07,1.2613803374561713e-06,2.9852577136018098e-43,2.597543209857758e-06,0.938,6.968727603516961e-21,0.005180364056967013,3.3534405588261413e-09,1.7920877054525526e-09,3.818729952845477e-06,0.0,0.0,0.02536657573951463,0.007409835719477877,0.04999870133165204,1.784428212569601e-20,7.412943785176586e-33,0.0019946159596110767,6.210485320240349e-39,2.153467743910437e-22
9.679099567072846e-08,0.0505958752244895,6.096746245505922e-07,9.576887803332659e-07,1.2606677753875616e-06,3.104255265603631e-43,2.605930109161658e-06,0.938,7.082283075566502e-21,0.005194663275298266,3.3840949824899467e-09,1.7850295956174346e-09,3.8165594122001045e-06,0.0,0.0,0.0253522655873811,0.007402685597503252,0.049998703076890215,1.8250248090067244e-20,7.565225336999977e-33,0.0019946126930879275,6.396573196249955e-39,2.205266190513293e-22
9.716172415630884e-08,0.0505958752244895,6.101282698673917e-07,9.626363776509597e-07,1.2599567049375559e-06,3.1466348639184e-43,2.6143018174890754e-06,0.938,7.197189776990652e-21,0.005208932594635278,3.414890761375199e-09,1.7780296546596978e-09,3.8143934234055054e-06,0.0,0.0,0.025337985348356528,0.007395550422204991,0.049998704826220104,1.8663647885739595e-20,7.71998292151893e-33,0.001994609427038309,6.587419567220315e-39,2.2580660956661995e-22
9.753245264188922e-08,0.0505958752244895,6.105760237918282e-07,9.675847053268823e-07,1.2592471209876618e-06,3.157021229922932e-43,2.6226583401036734e-06,0.938,7.313457535296633e-21,0.005223172117480668,3.4458277771212778e-09,1.7710871934062371e-09,3.812231970796322e-06,0.0,0.0,0.02532373491994894,0.007388430142343485,0.049998706579624144,1.9084583594121867e-20,7.877245934018569e-33,0.001994606161472302,6.783119807978258e-39,2.311881860114287e-22
9.79031811274696e-08,0.0505958752244895,6.110179378136785e-07,9.725337176544818e-07,1.2585390184438999e-06,3.3617989411453026e-43,2.630999682586113e-06,0.938,7.431096197553553e-21,0.005237381945846556,3.4769059102909607e-09,1.7642015333056132e-09,3.810075038782469e-06,0.0,0.0,0.025309514200156303,0.007381324706924306,0.049998708337084814,1.9513158201937997e-20,8.037043983009474e-33,0.0019946028963998335,6.983752746971544e-39,2.3667280134717014e-22
9.827390961304998e-08,0.0505958752244895,6.114540630136413e-07,9.774833694153999e-07,1.2578323922366517e-06,3.522858799112869e-43,2.6393258508297495e-06,0.938,7.550115630219642e-21,0.005251562181257626,3.5081250403879165e-09,1.757372006217872e-09,3.807922611848668e-06,0.0,0.0,0.025295323087463566,0.007374234065196687,0.04999871009858472,1.994947560420684e-20,8.199406890654147e-33,0.0019945996318306756,7.189445319569895e-39,2.42261921450674e-22
9.864463809863036e-08,0.0505958752244895,6.118844500663409e-07,9.824336158749975e-07,1.2571272373205114e-06,3.450416769659511e-43,2.647636851036448e-06,0.938,7.670525718969779e-21,0.005265712924754072,3.539485045873504e-09,1.7505979542297354e-09,3.805774674553989e-06,0.0,0.0,0.025281161480839653,0.007367158166652032,0.04999871186410655,2.0393640607184025e-20,8.364364693182392e-33,0.0019945963677744536,7.400321296435752e-39,2.4795702514166313e-22
9.901536658421074e-08,0.0505958752244895,6.123091492433085e-07,9.873844127778971e-07,1.2564235486741364e-06,3.558711873195053e-43,2.6559326897124214e-06,0.938,7.792336368524638e-21,0.005279834276894564,3.5709858041835327e-09,1.7438787294608028e-09,3.8036312115313956e-06,0.0,0.0,0.02526702927973454,0.007360096961022446,0.049998713633633105,2.0845758931282257e-20,8.53194764130453e-33,0.0019945931042406368,7.616445734951485e-39,2.53759604209665e-22
9.938609506979112e-08,0.0505958752244895,6.127282104159698e-07,9.923357163435212e-07,1.2557213213001026e-06,3.9391434242861055e-43,2.66421337366407e-06,0.938,7.91555750247961e-21,0.005293926337759219,3.602627191745028e-09,1.7372136938654683e-09,3.8014922074872817e-06,0.0,0.0,0.025252926384076262,0.007353050398279248,0.04999871540714726,2.1305937213995262e-20,8.702186200625072e-33,0.001994589841238555,7.837917685042725e-39,2.596711634410183e-22
9.97568235553715e-08,0.0505958752244895,6.131416830585922e-07,9.972874832616955e-07,1.2550205502247533e-06,3.698932429967474e-43,2.67247890999391e-06,0.938,8.040199063135752e-21,0.005307989206952502,3.6344090839926603e-09,1.730602219055743e-09,3.799357647201032e-06,0.0,0.0,0.02523885269426803,0.0073460184286315185,0.04999871718463198,2.177428301278062e-20,8.875111052049297e-33,0.001994586578777389,8.064936343347524e-39,2.6569322064478444e-22
9.999999999999998e-08,0.0505958752244895,6.134098856756341e-07,1.000535786991539e-06,1.254561673466445e-06,3.288453463556335e-43,2.6778924006232458e-06,0.938,8.122732941924846e-21,0.005317197829439206,3.6553324150633498e-09,1.7262942649293105e-09,3.797959905233885e-06,0.0,0.0,0.0252296369817877,0.0073414137649427955,0.04999871835270743,2.2085978676972674e-20,8.990013528019492e-33,0.0019945844390896784,8.216905078776265e-39,2.697040889652995e-22
1.0012755204095188e-07,0.0505958752244895,6.13549616251227e-07,1.002239670688284e-06,1.2543212304980576e-06,3.272660548945485e-43,2.680729306096514e-06,0.938,8.166271011330241e-21,0.005322022983606153,3.6663313553850555e-09,1.7240436861296416e-09,3.797227515524565e-06,0.0,0.0,0.025224808111185323,0.007339001002524637,0.04999871896607035,2.2250904807943058e-20,9.05075309218843e-33,0.0019945833168661747,8.297569917683641e-39,2.7182730667866867e-22
1.0049828052653226e-07,0.0505958752244895,6.139520586826053e-07,1.0071922362408952e-06,1.253623357193466e-06,4.379562509068351e-43,2.68896456965453e-06,0.938,8.293783326269223e-21,0.0053360277663820396,3.6983938794207358e-09,1.7175374854795916e-09,3.795101797381894e-06,0.0,0.0,0.02521079253617302,0.007331998070638857,0.04999872075144553,2.27359120054699e-20,9.2291434337569e-33,0.001994580055513809,8.535759924381713e-39,2.7807496547366516e-22
1.0086900901211264e-07,0.0505958752244895,6.143490586530419e-07,1.0121451379945884e-06,1.2529269254077666e-06,4.987324520620887e-43,2.6971847086346913e-06,0.938,8.422746005359707e-21,0.005350003653475025,3.7305965286540725e-09,1.711083016618668e-09,3.792980477768689e-06,0.0,0.0,0.025196805871042546,0.00732500958388787,0.049998722540740774,2.3229414939879216e-20,9.410313405970535e-33,0.0019945767947290496,8.779824815600584e-39,2.8443775405904456e-22
1.0123973749769303e-07,0.0505958752244895,6.147406640773012e-07,1.0170983344776405e-06,1.2522319302609436e-06,3.879556732250852e-43,2.7053897312839387e-06,0.938,8.553169064043909e-21,0.005363950742615807,3.762939174710929e-09,1.7046796880375649e-09,3.790863541751832e-06,0.0,0.0,0.025182848018069054,0.0073180354934173925,0.049998724333939426,2.3731524877023104e-20,9.594294554937881e-33,0.0019945735345205124,9.030003252255165e-39,2.909172425861506e-22
1.0157339313471536e-07,0.0505958752244895,6.150885359152659e-07,1.021556429391512e-06,1.25160765894029e-06,4.2347714872537804e-43,2.7127613342441554e-06,0.938,8.671806733578195e-21,0.0053764785809959645,3.792167146609012e-09,1.6989599354571702e-09,3.7889620350263665e-06,0.0,0.0,0.025170310504389008,0.007311771080621595,0.04999872595114194,2.419087552172592e-20,9.762307393078923e-33,0.0019945706008325146,9.260207219848182e-39,2.9684986903361884e-22
1.019070487717377e-07,0.0505958752244895,6.154321110643709e-07,1.0260147002047407e-06,1.2509845438378455e-06,6.484711046805837e-43,2.720120706278959e-06,0.938,8.791642763890922e-21,0.005388983242420546,3.821508316350554e-09,1.6932807155650063e-09,3.7870640561886518e-06,0.0,0.0,0.02515779617917842,0.007305518254137047,0.04999872757148077,2.4657371151150793e-20,9.932646316188068e-33,0.00199456766762422,9.495218902894891e-39,3.0287946807814066e-22
1.0224070440876004e-07,0.0505958752244895,6.157714236647597e-07,1.0304731176094048e-06,1.2503625814437136e-06,4.421783557949728e-43,2.727467853967162e-06,0.938,8.912684493053018e-21,0.0054014647971820035,3.850962588483132e-09,1.6876416151219463e-09,3.785169594498692e-06,0.0,0.0,0.025145304972148178,0.0072992769788254586,0.04999872919494399,2.5131094824178178e-20,1.0105334773547304e-32,0.0019945647349016334,9.735748199922615e-39,3.090072117159228e-22
1.0257436004578238e-07,0.0505958752244895,6.161065076106662e-07,1.0349316525845744e-06,1.2497417682628692e-06,3.4225571454907315e-43,2.734802784061867e-06,0.938,9.034939270558433e-21,0.005413923315275203,3.880529866983249e-09,1.6820422263642746e-09,3.7832786392621414e-06,0.0,0.0,0.025132836813306497,0.007293047219697298,0.04999873082151967,2.5612130217643017e-20,1.0280396357700518e-32,0.0019945618026706692,9.981347823832799e-39,3.15234280609719e-22
1.0287465011910248e-07,0.0505958752244895,6.164044954791139e-07,1.038944410828594e-06,1.2491840161007506e-06,4.593429700728743e-43,2.7413937808248246e-06,0.938,9.146011810133143e-21,0.005425116342819933,3.9072369582608775e-09,1.6770363972979464e-09,3.7815797687646313e-06,0.0,0.0,0.025121635118940288,0.007287450254019173,0.04999873228808919,2.6051383250875453e-20,1.0440000421704819e-32,0.001994559164087964,1.0206682244164693e-38,3.2092454851961263e-22
1.0317494019242258e-07,0.0505958752244895,6.16699109759736e-07,1.0429572202714294e-06,1.2486271894553156e-06,4.680865231520867e-43,2.7479748921105304e-06,0.938,9.258078254807836e-21,0.005436290817729797,3.934035435673964e-09,1.672062119050921e-09,3.7798837221363753e-06,0.0,0.0,0.025110451986544494,0.007281862562928483,0.04999873375716163,2.6496688931968054e-20,1.0601563345827572e-32,0.001994556525912392,1.0436459999632157e-38,3.2669710619172325e-22
1.0347523026574268e-07,0.0505958752244895,6.16990374657023e-07,1.0469700603435931e-06,1.2480712858092672e-06,4.7604978772095474e-43,2.7545461231954327e-06,0.938,9.371143985716205e-21,0.005447446790419163,3.960925228069545e-09,1.6671191053999151e-09,3.7781904916750632e-06,0.0,0.0,0.025099287365706397,0.0072762841212237195,0.04999873522872845,2.6948109551597093e-20,1.0765102627558502e-32,0.0019945538881480907,1.0670642026363997e-38,3.325528323854048e-22
1.0377552033906278e-07,0.0505958752244895,6.172783142181838e-07,1.050982910657968e-06,1.247516302654866e-06,4.860070389323224e-43,2.7611074794649193e-06,0.938,9.48521439124911e-21,0.005458584311111143,3.987906263941547e-09,1.6622070734980415e-09,3.7765000697077218e-06,0.0,0.0,0.025088141206204388,0.007270714903798981,0.049998736702781134,2.7405707809853036e-20,1.0930635858928135e-32,0.0019945512507991473,1.0909294887040694e-38,3.3849261157716562e-22
1.0407581041238288e-07,0.0505958752244895,6.175629523340923e-07,1.0549957510084375e-06,1.2469622374938827e-06,4.950118453923367e-43,2.767658966412074e-06,0.938,9.600294866998958e-21,0.005469703429838517,4.014978471435757e-09,1.6573257438290403e-09,3.774812448590579e-06,0.0,0.0,0.025077013458007006,0.007265154885643503,0.049998738179311206,2.7869546817166575e-20,1.1098180726634436e-32,0.0019945486138695898,1.1152491709377279e-38,3.4451733396761973e-22
1.0437610048570299e-07,0.0505958752244895,6.178443127402288e-07,1.0590085613685186e-06,1.2464090878375543e-06,5.044642207894582e-43,2.7742005896364283e-06,0.938,9.716390815704367e-21,0.0054808041964446675,4.04214177835476e-09,1.6524748401589597e-09,3.77312762070891e-06,0.0,0.0,0.025065904071272002,0.007259604041841199,0.04999873965831022,2.833969009522991e-20,1.1267755012168575e-32,0.001994545977363399,1.1400302130492638e-38,3.5062789548831795e-22
1.0467639055902309e-07,0.0505958752244895,6.18122419017618e-07,1.0630213218900037e-06,1.2458568512065342e-06,5.1405008866264515e-43,2.780732354842732e-06,0.938,9.833507647194984e-21,0.005491886660584495,4.069396112162819e-09,1.6476540894875029e-09,3.7714455784769032e-06,0.0,0.0,0.025054812996345446,0.007254062347570193,0.04999874113976979,2.88162015779139e-20,1.143937659193995e-32,0.001994543341284498,1.1652798364306588e-38,3.5682519780847067e-22
1.0508204252658104e-07,0.0505958752244895,6.184929780696962e-07,1.068441913888308e-06,1.245112298306164e-06,5.2661421728266244e-43,2.7895402585037807e-06,0.938,9.99334753815673e-21,0.005506828622352237,4.106357502021281e-09,1.6411892967475353e-09,3.7691777728451204e-06,0.0,0.0,0.025039859417384926,0.00724659073962163,0.04999874314491686,2.947013121180371e-20,1.1674497223835033e-32,0.00199453978097769,1.200145738846916e-38,3.6533627136655844e-22
1.05487694494139e-07,0.0505958752244895,6.188576988938149e-07,1.0738623310801935e-06,1.2443694009646319e-06,5.410567238332331e-43,2.7983301980707552e-06,0.938,1.0155073637920563e-20,0.005521737396663396,4.143484687955157e-09,1.6347783804467212e-09,3.7669150182503587e-06,0.0,0.0,0.025024939042931845,0.007239135722319478,0.04999874515451827,3.0135959109606174e-20,1.1913431228407799e-32,0.001994536221467083,1.2358980466633776e-38,3.740095433171638e-22
1.0589334646169695e-07,0.0505958752244895,6.192166382958418e-07,1.0792825260604933e-06,1.2436281531510203e-06,5.569249909776936e-43,2.8071021884969857e-06,0.938,1.0318699342908464e-20,0.005536613104302921,4.180777488310199e-09,1.6284206948052254e-09,3.7646572962412115e-06,0.0,0.0,0.025010051752202223,0.007231697235284803,0.0499987471685536,3.0813846476943347e-20,1.2156223500684637e-32,0.001994532662761909,1.2725552919157615e-38,3.828472863867982e-22
1.0629899842925491e-07,0.0505958752244895,6.195698525817433e-07,1.0847024519968914e-06,1.2428885488650673e-06,5.674002910266588e-43,2.815856245067351e-06,0.938,1.0484238072302729e-20,0.005551455865442269,4.218235720380118e-09,1.6221156041056392e-09,3.762404588460364e-06,0.0,0.0,0.024995197425025005,0.007224275218445331,0.04999874918700257,3.1503955906129495e-20,1.2402919253687608e-32,0.0019945291048712355,1.3101369417949428e-38,3.918517925076975e-22
1.0670465039681286e-07,0.0505958752244895,6.199173975616699e-07,1.0901220626240618e-06,1.2421505821369657e-06,5.77549119674961e-43,2.8245923833930004e-06,0.938,1.0651703267803821e-20,0.005566265799643421,4.2558592004274456e-09,1.6158624824983182e-09,3.760156876643976e-06,0.0,0.0,0.024980375941838103,0.00721686961203345,0.04999875120984503,3.220645138016175e-20,1.2653564018972258e-32,0.001994525547803965,1.348661576118916e-38,4.010253728445993e-22
1.0711030236437082e-07,0.0505958752244895,6.202593285539977e-07,1.095541312237893e-06,1.241414247027165e-06,6.021886968306934e-43,2.833310619406165e-06,0.938,1.0821108393390272e-20,0.005581043025862824,4.293647743703997e-09,1.609660713816389e-09,3.757914142621072e-06,0.0,0.0,0.024965587183684444,0.00720948035658423,0.04999875323706095,3.2921498276662957e-20,1.290820364715681e-32,0.001994521991568838,1.3881471051752686e-38,4.1037035782030563e-22
1.0751595433192877e-07,0.0505958752244895,6.205957003893607e-07,1.1009601556897215e-06,1.2406795376261753e-06,6.2222762460795365e-43,2.8420109693549944e-06,0.938,1.0992466935079074e-20,0.005595787662455349,4.3316011644712806e-09,1.6035096913931687e-09,3.755676368312939e-06,0.0,0.0,0.024950831032208,0.007202107392933461,0.049998755268630374,3.364926337181633e-20,1.3166884308449866e-32,0.0019945184361744375,1.4286151375089732e-38,4.1988909714103346e-22
1.0792160629948673e-07,0.0505958752244895,6.209265674146237e-07,1.1063785483806795e-06,1.2399464480543714e-06,6.1079381978427745e-43,2.850693449798483e-06,0.938,1.1165792400688594e-20,0.0056104998271781685,4.3697192760204016e-09,1.597408817874606e-09,3.753443535732518e-06,0.0,0.0,0.024936107369649924,0.007194750662215695,0.04999875730453354,3.4389914844239965e-20,1.3429652493167317e-32,0.0019945148816291904,1.4700883723167007e-38,4.29583959820248e-22
1.0832725826704468e-07,0.0505958752244895,6.212519834968673e-07,1.1117964462560218e-06,1.2392149724617992e-06,6.267227091453346e-43,2.859358077601408e-06,0.938,1.1341098319601391e-20,0.00562517963719466,4.408001890692031e-09,1.5913575050438889e-09,3.751215626983815e-06,0.0,0.0,0.024921416078844717,0.007187410105862309,0.049998759344750725,3.5143622278869224e-20,1.3696555012250662e-32,0.0019945113279413664,1.5125812516317488e-38,4.394573342026947e-22
1.0873291023460264e-07,0.0505958752244895,6.215720020273057e-07,1.1172138057995733e-06,1.2384851050279827e-06,6.681240931904768e-43,2.868004869929396e-06,0.938,1.1518398242529796e-20,0.005639827209078236,4.446448819895834e-09,1.5853551736655599e-09,3.7489926242613045e-06,0.0,0.0,0.024906757043216297,0.007180085665599585,0.049998761389262354,3.591055667077196e-20,1.3967638997773247e-32,0.001994507775119086,1.5561146092105595e-38,4.495116279867329e-22
1.091385622021606e-07,0.0505958752244895,6.218866759251781e-07,1.1226305840282293e-06,1.2377568399617357e-06,6.6951325097834695e-43,2.876633844244012e-06,0.938,1.1697705741282908e-20,0.0056544426588161275,4.485059874129666e-09,1.579401253296813e-09,3.7467745098493466e-06,0.0,0.0,0.02489213014677431,0.007172777283446817,0.04999876343804899,3.669089042893411e-20,1.4242951903441324e-32,0.001994504223170317,1.6007159609326888e-38,4.597492682459353e-22
1.0950364897296276e-07,0.0505958752244895,6.221653561328995e-07,1.1275051523094824e-06,1.237102766663421e-06,6.801621306719987e-43,2.8843847013923513e-06,0.938,1.1860810201408063e-20,0.00566756919453976,4.519949992497587e-09,1.5740836518649998e-09,3.7447823718140993e-06,0.0,0.0,0.024878993323583846,0.007166213421506907,0.04999876528559607,3.740479090782891e-20,1.4494388725333351e-32,0.001994501027169745,1.641783542851477e-38,4.691219273219318e-22
1.0986873574376492e-07,0.0505958752244895,6.224397875948587e-07,1.1323791847417368e-06,1.2364499824346441e-06,7.660633217398638e-43,2.8921211534659285e-06,0.938,1.2025561731108841e-20,0.005680669888540034,4.554972758527519e-09,1.5688044044961387e-09,3.742794166243789e-06,0.0,0.0,0.024865882355913888,0.007159662478048446,0.0499987671365762,3.8129813358706295e-20,1.4749324718837368e-32,0.0019944978318886543,1.6837384254877185e-38,4.786468753578308e-22
1.1023382251456708e-07,0.0505958752244895,6.227100079239624e-07,1.1372526510761343e-06,1.235798483113731e-06,7.789064396214172e-43,2.899843213789857e-06,0.938,1.219197026714367e-20,0.0056937448241688084,4.5901280322534615e-09,1.563563112984125e-09,3.74080988040815e-06,0.0,0.0,0.024852797160409303,0.007153124411404757,0.049998768990975405,3.886608642029885e-20,1.5007795147919576e-32,0.001994494637332553,1.7266114065242137e-38,4.883259220281998e-22
1.1059890928536925e-07,0.0505958752244895,6.229760544330192e-07,1.1421255214000865e-06,1.2351482645577574e-06,7.005757148118843e-43,2.907550895871482e-06,0.938,1.236004575953828e-20,0.005706794084402696,4.625415673157915e-09,1.5583593844829317e-09,3.7388295016344542e-06,0.0,0.0,0.02483973765408992,0.007146599180096745,0.049998770848779836,3.961373966830616e-20,1.5269835488793294e-32,0.001994491443506853,1.7704204840863512e-38,4.981608897699742e-22
1.1089003799547413e-07,0.0505958752244895,6.231852396896396e-07,1.1460108149907035e-06,1.2346306802169354e-06,7.48187505670964e-43,2.9136868863377356e-06,0.938,1.2495274367027192e-20,0.005717181523857102,4.6536496286060974e-09,1.5542364704578647e-09,3.737253092967257e-06,0.0,0.0,0.024829342054048166,0.007141404979279313,0.04999877233266755,4.0218178652606576e-20,1.548137480368201e-32,0.0019944888972027184,1.806019138188839e-38,5.06116489912512e-22
1.1118116670557902e-07,0.0505958752244895,6.233918130581456e-07,1.1498956959241739e-06,1.2341139055882463e-06,7.618432467099092e-43,2.91981374963088e-06,0.938,1.263157435845101e-20,0.005727552730989298,4.681967592766783e-09,1.5501370014767092e-09,3.735679154344021e-06,0.0,0.0,0.024818962695093132,0.007136218893131621,0.04999877381870482,4.0830003697997217e-20,1.569522505166746e-32,0.0019944863513690746,1.8422294913788124e-38,5.141733409017518e-22
1.114722954156839e-07,0.0505958752244895,6.235957930539572e-07,1.1537801494847554e-06,1.2335979385963064e-06,7.741198836708473e-43,2.925931492842423e-06,0.938,1.2768950796960857e-20,0.0057379077473665085,4.710369493660491e-09,1.5460607854717533e-09,3.734107679416628e-06,0.0,0.0,0.02480859953565539,0.007131040900874668,0.04999877530688472,4.144928179457383e-20,1.591140451249498e-32,0.001994483806008545,1.8790567995570598e-38,5.223323843122881e-22
1.1176342412578878e-07,0.0505958752244895,6.237971980743547e-07,1.1576641610881989e-06,1.2330827771731566e-06,7.877004581113738e-43,2.932040123133626e-06,0.938,1.2907408750879075e-20,0.005748246614407354,4.738855259100103e-09,1.5420076324229337e-09,3.7325386618597476e-06,0.0,0.0,0.024798252534314,0.007125870981803725,0.04999877679720035,4.207608031439814e-20,1.612993155213619e-32,0.0019944812611237123,1.9165093999017382e-38,5.305945668941178e-22
1.1205455283589367e-07,0.0505958752244895,6.239960463991774e-07,1.1615477162807788e-06,1.2325684192582285e-06,8.009988058569285e-43,2.9381396477346658e-06,0.938,1.3046953293656968e-20,0.005758569373382525,4.767424816694145e-09,1.5379773543336032e-09,3.730972095370724e-06,0.0,0.0,0.02478792164979583,0.007120709115288015,0.04999877828964479,4.2710467012171633e-20,1.635082462287607e-32,0.0019944787167171267,1.9545961490530303e-38,5.389608405755925e-22
1.1234568154599855e-07,0.0505958752244895,6.241923561915169e-07,1.1654308007383343e-06,1.232054862798312e-06,8.145809378006282e-43,2.9442300739437877e-06,0.938,1.3187589503832725e-20,0.005768876065415463,4.796078093850054e-09,1.5339697652006392e-09,3.7294079736694777e-06,0.0,0.0,0.024777606840974905,0.007115555280770361,0.04999877978421121,4.335251002590636e-20,1.6574102263399565e-32,0.0019944761727913006,1.9933257817515808e-38,5.474321624662958e-22
1.1263681025610343e-07,0.0505958752244895,6.243861454984098e-07,1.1693134002653025e-06,1.2315421057475203e-06,8.283553662539213e-43,2.9503114091264677e-06,0.938,1.3329322464989428e-20,0.005779166731483026,4.824815017777447e-09,1.5299846809881106e-09,3.7278462904984007e-06,0.0,0.0,0.02476730806687171,0.007110409457766861,0.04999878128089278,4.400227787759415e-20,1.6799783098877866e-32,0.0019944736293487143,2.0327071924769015e-38,5.560094948598859e-22
1.1292793896620832e-07,0.0505958752244895,6.245774322515288e-07,1.1731955007937665e-06,1.2310301460672561e-06,8.423133201041727e-43,2.956383660714585e-06,0.938,1.3472157265713162e-20,0.005789441412416174,4.8536355154913504e-09,1.526021919602933e-09,3.726287039622252e-06,0.0,0.0,0.024757025286652516,0.0071052716258665485,0.0499987827796827,4.465983947387248e-20,1.702788584105418e-32,0.001994471086391811,2.0727493620699732e-38,5.646938052368573e-22
1.132190676763132e-07,0.0505958752244895,6.247662342678666e-07,1.177077088382507e-06,1.2305189817261792e-06,8.564664555246132e-43,2.962446836205591e-06,0.938,1.3616098999551417e-20,0.005799700148900629,4.882539513815401e-09,1.5220813008696216e-09,3.724730214828056e-06,0.0,0.0,0.024746758459628714,0.007100141764731052,0.04999878428057419,4.532526410668528e-20,1.725842928832854e-32,0.0019944685439230022,2.113461364645906e-38,5.734860662671779e-22
1.1351019638641808e-07,0.0505958752244895,6.249525692504178e-07,1.1809581492160638e-06,1.2300086107001727e-06,8.708143798930754e-43,2.9685009431617017e-06,0.938,1.3761152764971668e-20,0.005809942981477536,4.911526939385001e-09,1.518162646504936e-09,3.7231758099249973e-06,0.0,0.0,0.0247365075452562,0.007095019854094269,0.04999878578356054,4.599862145393878e-20,1.7491432325841807e-32,0.001994466001944663,2.1548523715500928e-38,5.82387255812807e-22
1.1409245380662785e-07,0.0505958752244895,6.253179083601937e-07,1.1887186359789963e-06,1.2289902405328235e-06,9.001039486718385e-43,2.9805819820370873e-06,0.938,1.4054616808781353e-20,0.005830381096354342,4.969751777880029e-09,1.5103905270638942e-09,3.7200742351392454e-06,0.0,0.0,0.024716053293006877,0.007084799803611827,0.04999878879579091,4.736941493710298e-20,1.796489314635022e-32,0.001994460919468738,2.2397085669563497e-38,6.005203578720178e-22
1.145890724574742e-07,0.0505958752244895,6.256218757072098e-07,1.195335916333025e-06,1.2281241419210087e-06,9.257220545731168e-43,2.9908575413728203e-06,0.938,1.4308479730020163e-20,0.005847763261499035,5.019675891329452e-09,1.5038293591946768e-09,3.717436434197533e-06,0.0,0.0,0.024698657391591754,0.007076107869494507,0.04999879137154063,4.856431116557899e-20,1.8376666127566963e-32,0.001994456586097865,2.3143161702555072e-38,6.16339797397243e-22
